party_key,wire_date,sens,amount,beneficiary,originator,beneficiary_country,originator_country,sign,transaction_type,transaction_type_desc,account_type_desc
483366,03MAR2021,3420404-4339637,2697.52,Wang R,Singh D,MX,MX,-,SIC:VMW,Transfert Internet,Particulier
209627,16JUN2025,7978909-2440404,19154.72,Singh E,Rodriguez E,US,JP,-,SIC:DDI,Depot Especes,Joint
993085,28JUL2024,2453962-5679639,8567.15,Kim M,Smith E,AE,UK,-,SIC:DDI,Depot Especes,Association
665427,20APR2025,8930103-5076817,5888.65,Inter Group,Atlantic Finance,JP,CH,+,SIC:VMW,Transfert Internet,Entreprise
361736,01OCT2025,1434753-4121368,12484.81,Trans Holdings,Asian Worldwide,JP,MX,-,SIC:VMW,Transfert Internet,Joint
625119,25JUL2022,6802559-1900876,680.51,Garcia E,Wang M,UK,MX,+,SIC:VMW,Transfert Internet,Joint
628373,16OCT2022,4928578-6350316,665.96,Ali J,Davis C,AE,MX,-,SIC:VMW,Transfert Internet,Entreprise
501574,26APR2023,7891662-1732280,798.69,Rodriguez F,Rodriguez J,FR,MX,-,SIC:VMW,Transfert Internet,Trust
862560,04JAN2025,9854536-8101036,7838.61,Inter Holdings,Global Management,CA,DE,-,SIC:VMW,Transfert Internet,Joint
550797,13FEB2021,5752087-9164342,5383.86,Davis C,Johnson J,US,BR,-,SIC:VMW,Transfert Internet,Entreprise
612262,27JUN2023,1852264-2548511,51237.41,Global Corporation,Inter International,JP,CN,-,SIC:DDI,Depot Especes,Particulier
235461,17APR2023,9935249-4860617,781.65,Pacific Corporation,Trans Solutions,RU,CA,+,SIC:VMW,Transfert Internet,Particulier
842776,24NOV2024,8356053-5887726,773.05,Asian Investments,Inter International,RU,CA,-,SIC:VMW,Transfert Internet,Trust
185916,17APR2022,2937918-6173311,7413.59,Global Corporation,Pacific Capital,UK,FR,-,SIC:VMW,Transfert Internet,Joint
314181,22SEP2022,6271130-5004485,1742.99,Singh J,Martinez L,DE,AE,-,SIC:VMW,Transfert Internet,Trust
203398,19JUL2025,8876742-6372622,989.99,United Holdings,Pacific Capital,RU,RU,-,SIC:VMW,Transfert Internet,Particulier
162535,01JUL2024,6160869-5842082,908.53,Martinez L,Williams D,DE,RU,+,SIC:VMW,Transfert Internet,Trust
701761,14FEB2021,7626978-9323619,10783.7,Inter Enterprises,Global Worldwide,DE,UK,-,SIC:DDI,Depot Especes,Entreprise
573489,05OCT2021,7942639-6686328,10373.59,Garcia W,Miller F,US,FR,+,SIC:VMW,Transfert Internet,Particulier
465509,07AUG2023,2459332-8366370,1099.87,Asian Holdings,Global Capital,RU,DE,+,SIC:DDI,Depot Especes,Entreprise
381981,09FEB2022,5503118-9273246,6669.49,Euro LLC,Pacific International,BR,CH,-,SIC:DDI,Depot Especes,Joint
398384,06MAR2022,9796605-9286475,3958.13,Trans Enterprises,Inter Worldwide,MX,US,-,SIC:VMW,Transfert Internet,Joint
385192,20AUG2021,2071594-5411563,841.35,Smith M,Williams J,UK,BR,+,SIC:VMW,Transfert Internet,Trust
280222,03APR2023,8719145-7070880,1353.03,Global Limited,Trans Global,DE,FR,+,SIC:VMW,Transfert Internet,Entreprise
530749,16AUG2024,7869154-2237331,1279.94,Davis M,Brown W,JP,DE,-,SIC:DDI,Depot Especes,Trust
297303,02OCT2024,4640933-9042900,2174.99,Johnson J,Ali R,MX,AE,+,SIC:VMW,Transfert Internet,Joint
245939,14MAR2024,6080688-5060441,753.55,Trans Inc,Inter Consulting,CH,UK,+,SIC:DDI,Depot Especes,Trust
540869,17JUN2023,7361002-3919694,7719.68,Garcia J,Williams R,AE,CH,-,SIC:DDI,Depot Especes,Association
550797,02MAY2021,5752087-9164342,6807.7,Canadian Group,Pacific International,UK,CH,+,SIC:VMW,Transfert Internet,Entreprise
862120,10FEB2024,8297090-5606274,2432.18,Atlantic Partners,Global Capital,MX,CH,-,SIC:DDI,Depot Especes,Particulier
862560,28NOV2025,9854536-8101036,1157.17,Global Limited,Global Management,BR,MX,+,SIC:DDI,Depot Especes,Joint
836038,07NOV2023,8899184-4664338,94458.47,Wang F,Davis C,DE,FR,+,SIC:VMW,Transfert Internet,Association
845702,03JAN2023,6968373-7647878,464.81,Davis M,Davis M,DE,AE,+,SIC:DDI,Depot Especes,Joint
588461,10MAR2023,9679860-6779998,392.61,Global Corporation,Euro Finance,CA,CN,-,SIC:VMW,Transfert Internet,Entreprise
465509,08MAR2024,2459332-8366370,1540.23,Trans Inc,Pacific Consulting,MX,RU,+,SIC:DDI,Depot Especes,Entreprise
803787,15JAN2023,7815076-7095349,287.03,Davis M,Martinez S,JP,CH,-,SIC:DDI,Depot Especes,Particulier
626195,23JAN2026,8912226-2044906,7864.05,Euro Holdings,Canadian Worldwide,DE,CA,+,SIC:VMW,Transfert Internet,Association
772124,16AUG2023,3586950-3872269,1960.38,Atlantic Enterprises,Canadian Solutions,CA,AE,+,SIC:DDI,Depot Especes,Association
220351,03SEP2025,4771676-3499627,17742.81,Ali S,Williams F,CA,RU,-,SIC:VMW,Transfert Internet,Particulier
323788,28FEB2024,2307594-3226333,1132.12,Garcia M,Singh J,US,MX,-,SIC:VMW,Transfert Internet,Particulier
829988,18MAR2023,3303058-2832517,10611.09,Atlantic Holdings,United Exchange,AE,JP,+,SIC:VMW,Transfert Internet,Entreprise
445705,28MAR2026,7485471-5767195,128.12,Williams M,Rodriguez L,UK,CN,+,SIC:VMW,Transfert Internet,Joint
332360,04JUL2021,5081983-6137284,18981.32,Pacific Group,Euro Finance,AE,BR,+,SIC:DDI,Depot Especes,Association
251195,12MAR2025,7682298-2290796,1720.5,Garcia F,Davis W,RU,BR,-,SIC:VMW,Transfert Internet,Association
530749,30JAN2022,7869154-2237331,17125.22,Pacific Trading,Asian Worldwide,FR,MX,-,SIC:VMW,Transfert Internet,Trust
659024,27JUL2022,6943949-5435261,1974.79,Canadian Enterprises,Euro Global,CN,DE,+,SIC:VMW,Transfert Internet,Joint
722886,25DEC2024,9098979-1519979,9665.65,Jones W,Miller E,FR,JP,-,SIC:VMW,Transfert Internet,Association
961574,12FEB2023,5063384-1529665,811.85,Inter Holdings,Atlantic International,FR,JP,-,SIC:DDI,Depot Especes,Entreprise
909676,10JAN2025,5955645-5134741,8821.5,Pacific Limited,Canadian Services,JP,BR,+,SIC:DDI,Depot Especes,Entreprise
143195,24APR2026,1476028-2362693,1054.01,Miller M,Davis C,UK,CH,+,SIC:VMW,Transfert Internet,Entreprise
599397,01DEC2024,2324645-7623718,332.08,United LLC,United Global,UK,AE,-,SIC:VMW,Transfert Internet,Association
704596,06MAY2023,5273534-1744682,1222.4,Inter Limited,Inter International,RU,RU,+,SIC:VMW,Transfert Internet,Joint
160423,29MAR2025,7923579-7987842,970.26,Pacific Partners,Euro Exchange,CH,UK,-,SIC:VMW,Transfert Internet,Entreprise
734565,26NOV2025,7655572-6475691,1213.11,Atlantic LLC,United Worldwide,CA,JP,-,SIC:VMW,Transfert Internet,Trust
923975,07MAR2024,6347476-7984768,1538.96,Asian Enterprises,Global Exchange,AE,UK,-,SIC:VMW,Transfert Internet,Entreprise
209627,18SEP2025,7978909-2440404,7434.71,United Investments,Trans Exchange,DE,US,+,SIC:VMW,Transfert Internet,Joint
130271,27FEB2025,5014745-3657144,378.09,Trans LLC,Atlantic Exchange,CA,JP,-,SIC:DDI,Depot Especes,Particulier
400614,01NOV2021,9425786-8223819,5896.47,Smith L,Smith M,MX,MX,+,SIC:VMW,Transfert Internet,Particulier
958130,05SEP2023,3457461-5872986,937.42,Inter Partners,Canadian Finance,MX,BR,+,SIC:VMW,Transfert Internet,Joint
736553,24OCT2022,6910964-4674286,2071.08,Williams S,Brown J,AE,JP,-,SIC:DDI,Depot Especes,Entreprise
507746,16JAN2025,7783308-3768991,3024.13,Asian Limited,Asian Exchange,CA,JP,+,SIC:VMW,Transfert Internet,Association
363615,12DEC2023,3024269-4231028,3035.34,Ali J,Martinez D,CA,FR,-,SIC:VMW,Transfert Internet,Entreprise
745239,09MAY2026,2329187-1318832,1975.57,United Holdings,Global Management,RU,MX,-,SIC:VMW,Transfert Internet,Association
264951,16DEC2022,2726457-2934976,5905.46,Garcia E,Wang J,AE,CH,+,SIC:DDI,Depot Especes,Particulier
111060,22MAR2024,5340909-4724560,2247.45,Global Corporation,Canadian Management,CN,AE,+,SIC:VMW,Transfert Internet,Trust
531709,19AUG2022,8421969-4644760,1589.82,Trans Partners,Euro Services,DE,BR,+,SIC:DDI,Depot Especes,Particulier
158900,02OCT2021,9511700-2244712,9792.44,Wang J,Jones C,MX,BR,-,SIC:DDI,Depot Especes,Particulier
238741,14JUN2022,3905824-1141997,20147.88,Williams J,Davis R,DE,AE,+,SIC:VMW,Transfert Internet,Joint
813449,16NOV2025,2993318-3158613,7968.82,Pacific Investments,Euro Solutions,RU,JP,+,SIC:DDI,Depot Especes,Association
883041,05JAN2026,8280833-2651601,36930.84,Kim R,Martinez J,BR,CH,-,SIC:DDI,Depot Especes,Trust
856157,27DEC2023,4184887-3673322,927.5,Inter Investments,Global Solutions,RU,MX,-,SIC:DDI,Depot Especes,Trust
626195,05NOV2021,8912226-2044906,5976.94,Inter Partners,Asian Exchange,JP,AE,+,SIC:VMW,Transfert Internet,Association
491738,02JAN2026,7636992-2695038,18980.28,Global Investments,Trans Finance,US,CN,-,SIC:DDI,Depot Especes,Entreprise
348235,24FEB2025,9288312-1440972,4604.18,Martinez J,Williams D,RU,JP,-,SIC:DDI,Depot Especes,Trust
846221,29JAN2021,2560728-1736524,5778.66,Global LLC,Canadian Capital,JP,RU,+,SIC:VMW,Transfert Internet,Joint
949153,03FEB2023,4158134-6394323,3428.94,Euro Group,Trans International,UK,MX,-,SIC:DDI,Depot Especes,Particulier
145814,07JUN2026,7111929-4985095,1805.56,United Limited,Asian Worldwide,RU,FR,+,SIC:VMW,Transfert Internet,Entreprise
409898,28MAY2021,1915518-5015476,1851.44,Global Partners,Atlantic Management,CH,AE,-,SIC:DDI,Depot Especes,Trust
143195,23AUG2021,1476028-2362693,6345.45,Pacific Trading,Atlantic Solutions,JP,BR,+,SIC:VMW,Transfert Internet,Entreprise
943298,15OCT2025,8857296-2263313,9871.45,Singh J,Brown R,UK,CA,-,SIC:VMW,Transfert Internet,Trust
703656,18FEB2022,7516648-6952633,4840.96,United Inc,Atlantic Capital,CN,BR,+,SIC:VMW,Transfert Internet,Entreprise
983788,01APR2026,2647814-4824490,6534.33,Canadian Group,Asian Management,RU,CA,-,SIC:VMW,Transfert Internet,Joint
863934,22MAY2023,6262632-8321474,9498.22,Johnson F,Jones C,CA,CA,+,SIC:DDI,Depot Especes,Trust
486649,24MAY2025,5816353-2287332,3291.71,Asian Corporation,Pacific Capital,MX,BR,+,SIC:VMW,Transfert Internet,Association
795928,27JUL2024,3551903-9310235,17692.45,Brown J,Kim M,CH,RU,+,SIC:DDI,Depot Especes,Particulier
953085,19DEC2024,1615675-8630712,1857.46,Global Limited,Pacific Services,US,JP,-,SIC:VMW,Transfert Internet,Particulier
102593,01NOV2021,2562657-8691502,22794.25,Asian Corporation,Inter Finance,UK,MX,+,SIC:VMW,Transfert Internet,Particulier
194641,10MAY2021,4902772-4671004,1104.97,Martinez J,Rodriguez M,DE,MX,+,SIC:VMW,Transfert Internet,Joint
663750,16MAR2024,9487336-5449324,12250.54,Williams S,Kim S,JP,FR,-,SIC:VMW,Transfert Internet,Entreprise
207573,08SEP2021,9655523-3091745,6902.04,Smith M,Kim F,FR,MX,+,SIC:DDI,Depot Especes,Joint
351083,25NOV2024,5041154-2321324,9717.66,Jones C,Garcia R,US,CH,+,SIC:DDI,Depot Especes,Association
117500,26AUG2025,2133008-1231415,1981.18,Asian Inc,Euro International,AE,UK,+,SIC:VMW,Transfert Internet,Trust
863934,26MAR2024,6262632-8321474,1618.58,Pacific Limited,Asian Solutions,MX,RU,+,SIC:DDI,Depot Especes,Trust
823846,19MAR2025,8664433-6068760,1424.36,Ali M,Kim R,RU,CN,+,SIC:DDI,Depot Especes,Particulier
803281,05APR2021,9853588-6258048,6439.74,American Limited,Trans Exchange,CH,FR,+,SIC:VMW,Transfert Internet,Association
892911,24MAY2021,6005700-8767916,1575.99,Canadian Group,American Consulting,JP,JP,+,SIC:VMW,Transfert Internet,Association
683397,25SEP2023,6530541-3050700,5656.72,Pacific Corporation,Trans Global,BR,JP,+,SIC:VMW,Transfert Internet,Particulier
617033,10JAN2023,6892681-7297287,719.24,Canadian Trading,Canadian Consulting,MX,JP,+,SIC:VMW,Transfert Internet,Entreprise
302177,03JUN2023,2889899-6547958,5489.41,Global Inc,Asian Global,CN,UK,+,SIC:DDI,Depot Especes,Entreprise
711680,10APR2024,1816348-1847927,9162.06,Jones S,Smith S,AE,UK,+,SIC:VMW,Transfert Internet,Joint
468203,10MAY2022,9546409-7705490,474.8,Johnson J,Singh F,CN,CH,-,SIC:VMW,Transfert Internet,Particulier
743937,30MAY2022,5123584-5951043,2575.9,American LLC,Atlantic Services,FR,AE,+,SIC:VMW,Transfert Internet,Particulier
802667,15MAR2023,9831414-2567880,4867.58,United Inc,Canadian Management,BR,JP,-,SIC:VMW,Transfert Internet,Particulier
563246,08MAR2022,4585314-9576076,2064.68,Martinez J,Brown M,US,MX,-,SIC:DDI,Depot Especes,Particulier
588461,09MAY2022,9679860-6779998,1267.67,Miller L,Miller S,JP,BR,-,SIC:VMW,Transfert Internet,Entreprise
143195,07JUL2025,1476028-2362693,848.45,Kim J,Miller M,JP,FR,+,SIC:VMW,Transfert Internet,Entreprise
879779,31OCT2022,8550917-5348512,4673.23,Global Investments,Canadian Exchange,BR,CN,-,SIC:DDI,Depot Especes,Association
667851,21SEP2021,1160974-6620658,5099.26,Canadian Corporation,Asian Solutions,UK,CN,-,SIC:VMW,Transfert Internet,Joint
229592,29JUN2025,7183841-5398338,183.39,Jones M,Miller J,RU,AE,-,SIC:DDI,Depot Especes,Particulier
853258,26JUL2023,6794356-7689354,1060.11,Canadian Holdings,Inter International,RU,US,+,SIC:DDI,Depot Especes,Joint
829417,26MAY2024,4431161-7654381,1977.35,Martinez E,Ali W,CA,UK,-,SIC:DDI,Depot Especes,Trust
736565,10JAN2024,7948850-5582979,1414.52,Inter Trading,Inter Services,MX,DE,-,SIC:VMW,Transfert Internet,Joint
195563,15JAN2026,7501626-4101792,567.78,Williams F,Jones F,BR,FR,-,SIC:VMW,Transfert Internet,Entreprise
855408,04NOV2021,1807780-7474950,9390.3,United Enterprises,Canadian Capital,JP,FR,-,SIC:VMW,Transfert Internet,Trust
731661,12AUG2022,2264218-3972018,595.79,Trans Limited,United Consulting,UK,CA,+,SIC:VMW,Transfert Internet,Association
280222,09AUG2024,8719145-7070880,1691.65,Canadian Partners,Pacific Worldwide,CA,FR,-,SIC:DDI,Depot Especes,Entreprise
739979,15DEC2025,7358385-6643798,1976.36,Atlantic Holdings,Asian Finance,BR,AE,+,SIC:DDI,Depot Especes,Entreprise
176577,10MAR2022,8108462-6780235,2587.12,Trans Partners,Global Exchange,AE,RU,-,SIC:DDI,Depot Especes,Particulier
274971,19FEB2021,5845843-3353785,7103.99,Pacific Enterprises,Inter International,RU,US,-,SIC:VMW,Transfert Internet,Association
662728,01OCT2024,3760475-6504900,587.12,Atlantic Enterprises,Trans Management,RU,CN,+,SIC:VMW,Transfert Internet,Entreprise
238394,27DEC2022,8060918-7130603,8371.33,Inter LLC,Trans Management,CH,CH,+,SIC:DDI,Depot Especes,Particulier
344068,26SEP2022,2679975-5158351,12334.89,Asian Investments,Trans Solutions,MX,UK,+,SIC:VMW,Transfert Internet,Entreprise
701761,02APR2024,7626978-9323619,7191.05,Kim F,Williams L,CA,FR,+,SIC:VMW,Transfert Internet,Entreprise
166613,23MAY2026,7402509-8852574,22469.21,Inter Enterprises,Pacific Capital,CN,FR,-,SIC:VMW,Transfert Internet,Particulier
501058,25AUG2023,7333337-7302286,3977.05,Martinez M,Garcia J,RU,RU,+,SIC:VMW,Transfert Internet,Joint
